Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,OwnerDisplayName
10739,1,,2017-02-28T21:00:23.063,7,36,15413,8683,2017-03-03T07:23:40.623,2017-08-11T18:35:14.127,Is there any data on actual average USPS delivery times,"usa,government,transportation",1,1,,,
10740,1,10754,2017-02-28T21:43:01.037,6,133,15414,14171,2017-03-11T17:33:36.543,2017-03-11T17:33:36.543,Where can I find data on MARTA?,"data-request,usa,transportation,public-transport",2,0,1,,
10741,2,,2017-02-28T21:46:25.693,4,,15414,,,2017-02-28T21:46:25.693,,,,0,,10740,
10743,5,,2017-03-01T07:52:22.390,0,,754,754,2017-03-01T08:12:35.200,2017-03-01T08:12:35.200,,,,0,,,
10744,4,,2017-03-01T07:52:22.390,0,,754,754,2017-03-01T08:12:37.970,2017-03-01T08:12:37.970,,,,0,,,
10745,1,,2017-03-01T08:08:52.193,3,36,15390,1511,2017-03-03T07:25:12.040,2017-03-03T07:25:12.040,API or datasets for websites demographics (age & gender distributions),"data-request,api,demographics,global",0,3,,,
10746,2,,2017-03-01T10:37:14.807,2,,15375,1511,2017-03-03T08:33:02.963,2017-03-03T08:33:02.963,,,,1,,9293,
10747,2,,2017-03-01T11:34:28.690,2,,6712,,,2017-03-01T11:34:28.690,,,,2,,6641,
10748,1,,2017-03-01T09:37:03.353,7,107,,1511,2017-03-01T13:28:30.407,2017-03-06T19:09:44.190,Municipality 2017 shapefile Europe,"data-request,geospatial,europe,shapefiles",6,1,1,,Astronautabdi
10749,2,,2017-03-01T09:51:26.890,7,,312,,,2017-03-01T09:51:26.890,,,,0,,10748,iant
10750,2,,2017-03-01T09:53:19.410,3,,,,,2017-03-01T09:53:19.410,,,,0,,10748,ConstanceL
10751,2,,2017-03-01T09:54:15.230,2,,15421,,,2017-03-01T09:54:15.230,,,,0,,10748,suyogpatwardhan
10752,2,,2017-03-01T10:00:01.047,3,,15492,,,2017-03-01T10:06:10.493,,,,0,,10748,juminet
10753,2,,2017-03-01T10:26:33.580,5,,15419,,,2017-03-01T10:26:33.580,,,,0,,10748,GISGe
10754,2,,2017-03-01T14:26:01.027,6,,15423,15423,2017-03-01T16:49:58.543,2017-03-01T16:49:58.543,,,,6,,10740,
10755,1,,2017-03-01T16:35:04.103,3,73,15082,,,2017-03-04T21:48:50.177,Looking for historical data on NBA player-specific salaries and other contract information,"data-request,releasing-data,sports,historical",1,2,,,
10756,1,,2017-03-01T17:57:07.393,6,51,15425,15425,2017-03-01T18:04:07.603,2017-03-03T10:14:59.243,Versions of CKAN datasets and its resources,"ckan",1,3,,,
10757,1,,2017-03-02T03:30:52.087,5,24,15428,1511,2017-03-02T07:32:14.167,2017-03-02T07:32:14.167,Is there hyperspectral drone imagery available for free for research,"images",0,0,,,
10758,2,,2017-03-02T03:49:24.427,3,,15429,,,2017-03-02T03:49:24.427,,,,0,,10714,
10759,2,,2017-03-02T11:18:53.363,4,,14052,,,2017-03-02T11:18:53.363,,,,1,,10724,
10760,1,,2017-03-02T11:20:11.440,4,30,15432,4293,2017-03-03T12:01:45.307,2017-03-03T12:01:45.307,Images with symmetry parameters,"images,programming",0,2,,,
10761,1,,2017-03-02T11:44:06.180,5,41,10653,,,2017-03-02T11:44:06.180,Get metadata from all datasets on Socrata,"metadata,socrata",0,1,2,,
10762,1,,2017-03-02T14:22:07.827,5,35,14728,,,2017-03-02T16:49:35.240,US state-level: Mean and median per capita income for 1950 to today,"data-request,usa,economics,income",1,0,,,
10763,2,,2017-03-02T16:21:54.843,3,,1511,1511,2017-03-02T16:49:35.240,2017-03-02T16:49:35.240,,,,2,,10762,
10764,2,,2017-03-03T01:09:38.083,2,,10334,,,2017-03-03T01:09:38.083,,,,0,,7621,
10765,2,,2017-03-03T06:08:21.107,1,,14970,,,2017-03-03T06:08:21.107,,,,0,,313,
10766,2,,2017-03-03T10:14:59.243,4,,533,,,2017-03-03T10:14:59.243,,,,1,,10756,
10767,1,,2017-03-03T14:32:44.490,5,75,15449,-1,2017-04-13T12:57:29.950,2017-03-05T17:37:46.607,API for localized nutrition and food data,"data-request,api,food,translation",1,0,1,,
10768,1,,2017-03-03T16:30:36.763,2,17,15451,90,2017-03-03T18:32:30.857,2017-03-03T18:32:30.857,need a client request dataset,"data-request,database",0,1,,,
10769,2,,2017-03-03T17:23:31.630,3,,9282,,,2017-03-03T17:23:31.630,,,,2,,10661,
10770,2,,2017-03-03T20:12:47.923,2,,15452,15452,2017-03-03T20:53:49.577,2017-03-03T20:53:49.577,,,,1,,748,
10771,1,,2017-03-04T02:34:23.933,4,22,15456,14171,2017-03-04T23:12:13.823,2017-03-04T23:12:13.823,Chronological Series of PCI,"data-request,data.gov",0,2,,,
10772,2,,2017-03-04T10:17:35.763,1,,14052,,,2017-03-04T10:17:35.763,,,,0,,7918,
10773,2,,2017-03-04T21:48:50.177,2,,2633,,,2017-03-04T21:48:50.177,,,,0,,10755,
10774,1,,2017-03-05T01:28:20.820,2,51,15465,15414,2017-03-09T09:23:47.227,2017-03-09T09:23:47.227,Where can I download cities' polygons in Wales and England,"geospatial,openstreetmap,kml,shapefiles",2,0,,,
10775,1,,2017-03-05T04:02:09.740,4,104,10671,-1,2017-04-13T12:57:29.950,2017-03-29T12:00:47.430,Smart Grid Smart City -- Customer trial data,"data-request,energy",1,0,0,,
10776,1,,2017-03-05T08:41:04.300,3,26,3231,,,2017-03-05T08:41:04.300,Where Can I find Data on African Startups?,"data-request,africa",0,0,2,,
10777,1,,2017-03-05T00:04:17.193,0,12,15465,,,2017-03-05T10:19:23.103,"Downloading city polygons in Wales, England?","uk",0,3,,,Jacob C.
10778,2,,2017-03-05T10:27:16.757,4,,312,,,2017-03-05T10:27:16.757,,,,0,,10774,
10779,1,,2017-03-05T12:14:01.473,2,36,15469,,,2017-03-12T19:45:58.337,What are some time-series datasets for clustering (and classification)?,"machine-learning,time-series,classification",1,0,,,
10780,2,,2017-03-05T17:37:46.607,1,,15472,,,2017-03-05T17:37:46.607,,,,0,,10767,
10781,1,,2017-03-05T22:52:26.577,1,68,15475,1511,2017-03-07T08:02:06.197,2017-03-07T08:02:06.577,"Dataset of World Cities, Counties, Localities, Provinces, and States?","city,json,global",1,5,,,
10782,1,,2017-03-05T23:35:56.253,2,60,15442,90,2017-03-06T02:19:16.967,2017-03-09T21:01:56.257,Data with Revision/Version (Versioning) History?,"data.gov,weather,finance,uses-of-open-data,us-census",1,3,1,,
10783,1,,2017-03-06T00:31:36.923,2,28,15478,15478,2017-03-19T15:01:15.763,2017-03-19T15:01:15.763,Dataset of faces without background,"data-request,images,faces",0,2,,,
10784,2,,2017-03-06T02:25:31.237,1,,90,-1,2017-04-13T12:57:29.653,2017-03-06T02:25:31.237,,,,5,,10781,
10785,1,11024,2017-03-06T10:29:49.543,5,110,15482,16193,2017-06-12T09:40:58.357,2017-06-12T09:40:58.357,Dataset of Sentences Classified by Type?,"data-request,nlp,language,russia",1,4,,,
10786,2,,2017-03-06T14:32:20.233,1,,9282,90,2017-03-06T16:03:28.757,2017-03-06T16:03:28.757,,,,0,,4643,
10787,2,,2017-03-06T15:35:04.323,1,,2686,,,2017-03-06T15:35:04.323,,,,0,,10774,
10788,2,,2017-03-06T17:30:05.960,2,,15486,90,2017-03-06T19:09:44.190,2017-03-06T19:09:44.190,,,,0,,10748,
10789,1,10795,2017-03-06T18:48:23.920,6,129,15487,15487,2017-03-06T18:55:50.160,2017-06-05T12:29:09.400,Searching by disease through openFDA API,"openfda,json",1,5,,,
10790,1,,2017-03-06T18:53:33.420,4,31,2686,90,2017-03-06T19:06:53.227,2017-03-06T19:06:53.227,Colorado Ski Areas GIS dataset,"data-request,usa,geospatial,ski",1,2,,,
10791,2,,2017-03-06T18:59:28.370,3,,7037,,,2017-03-06T18:59:28.370,,,,1,,10790,
10793,1,,2017-03-07T05:59:31.833,2,58,14744,18,2017-05-01T21:03:24.707,2017-07-30T23:14:59.490,How can I get salary data on the gamer population in the US and/or Europe?,"data-request,uses-of-open-data,europe,population,games",1,0,,,
10794,2,,2017-03-07T15:02:05.193,2,,11218,,,2017-03-07T15:02:05.193,,,,0,,1706,
10795,2,,2017-03-07T16:14:24.723,7,,15495,,,2017-03-07T16:14:24.723,,,,0,,10789,
10796,2,,2017-03-07T22:19:30.053,5,,90,,,2017-03-07T22:19:30.053,,,,3,,10560,
10798,1,10800,2017-03-08T13:44:44.883,4,36,15506,4293,2017-03-08T17:54:22.007,2017-03-20T22:32:57.890,Where to find river flow time series for rivers in Europe?,"data-request,europe,time-series",2,2,,,
10799,2,,2017-03-08T13:56:17.413,1,,11218,4293,2017-03-08T15:13:23.813,2017-03-08T15:13:23.813,,,,0,,10798,
10800,2,,2017-03-08T14:12:41.080,1,,15506,15506,2017-03-20T22:32:57.890,2017-03-20T22:32:57.890,,,,1,,10798,
10801,1,,2017-03-08T16:40:53.673,3,27,15511,,,2017-03-08T16:40:53.673,Raw data for Central Limit Theorem,"data-request",0,0,,,
10802,2,,2017-03-08T17:20:15.957,1,,15093,15093,2017-03-09T21:01:56.257,2017-03-09T21:01:56.257,,,,0,,10782,
10803,1,,2017-03-08T19:32:27.140,5,74,15513,4184,2017-03-13T10:27:16.147,2017-03-13T10:27:16.147,Places to find credit risk data-sets,"data-request,finance",2,0,2,,
10804,2,,2017-03-08T23:55:29.107,1,,15517,,,2017-03-08T23:55:29.107,,,,0,,1115,
10805,1,,2017-03-09T00:14:52.783,4,206,5882,4293,2017-03-10T08:39:01.613,2017-05-13T10:56:04.387,Are there IMDb datasets with IMDb ID numbers and actor birthdates?,"data-request,data-format,film",2,0,1,,
10806,1,,2017-03-09T05:07:06.990,6,38,15519,6229,2017-03-23T15:11:51.690,2017-03-23T15:11:51.690,Global tide data - is it out there?,"geospatial,global,oceanographic",0,1,,,
10807,2,,2017-03-09T10:43:03.737,5,,4184,,,2017-03-09T10:43:03.737,,,,1,,10805,
10808,2,,2017-03-09T19:01:50.747,2,,11153,,,2017-03-09T19:01:50.747,,,,5,,10803,
10809,1,,2017-03-09T21:26:25.480,3,46,15529,,,2017-03-09T21:26:25.480,Open API for E numbers information,"food",0,0,,,
10810,2,,2017-03-10T05:45:54.050,1,,4184,,,2017-03-10T05:45:54.050,,,,2,,10730,
10812,1,10857,2017-03-10T14:52:01.237,4,95,15487,,,2017-08-21T16:07:49.690,Determining a drug's approval status from ClinicalTrials.Gov/chEMBL,"api,openfda",2,2,1,,
10813,1,,2017-03-10T16:14:27.797,2,33,15544,,,2017-03-10T16:14:27.797,Getting ImageNet 21k dataset,"machine-learning",0,3,,,
10814,1,,2017-03-10T16:31:06.777,1,21,15545,,,2017-03-10T16:31:06.777,Ozone in Fruit and Vegetable Cleaning and Storage,"research",0,1,,,
10815,2,,2017-03-10T22:15:18.553,0,,15517,,,2017-03-10T22:15:18.553,,,,0,,562,
10816,1,,2017-03-11T10:48:37.023,3,22,15551,6229,2017-03-23T15:11:48.897,2017-03-23T15:11:48.897,Looking for shapefiles of map of assembly constituencies of India?,"india,shapefiles",0,2,,,
10817,1,,2017-03-11T17:22:25.603,4,16,15414,15414,2017-03-11T17:34:21.767,2017-03-11T17:34:21.767,Where Can I Find Library Utilization Data?,"data-request,usa,government",0,1,2,,
10818,2,,2017-03-11T22:04:11.210,1,,11153,,,2017-03-11T22:04:11.210,,,,0,,9818,
10819,2,,2017-03-11T23:04:35.760,3,,15553,,,2017-03-11T23:04:35.760,,,,0,,10803,
10820,1,,2017-03-12T01:48:55.540,4,56,147,4184,2017-03-15T13:53:07.950,2017-03-15T13:53:07.950,Dataset of planets and moons in the solar system,"data-request,astronomy",1,2,,,
10822,2,,2017-03-12T12:55:51.053,3,,14851,14851,2017-03-12T20:35:00.240,2017-03-12T20:35:00.240,,,,0,,10820,
10823,5,,2017-03-12T16:22:05.320,0,,15414,15414,2017-03-13T10:27:03.843,2017-03-13T10:27:03.843,,,,0,,,
10824,4,,2017-03-12T16:22:05.320,0,,15414,15414,2017-03-13T10:26:56.587,2017-03-13T10:26:56.587,,,,0,,,
10825,1,10830,2017-03-12T16:36:20.183,1,48,15414,,,2017-03-13T20:05:57.570,Does openMRS have open data?,"medical",2,1,,,
10826,1,,2017-03-12T17:09:27.560,6,121,15562,90,2017-03-12T21:12:07.263,2017-08-13T08:41:37.980,Where can I find GIS sub-division boundary data of Saudi Arabia and Turkmenistan?,"data-request,geospatial,asia",1,3,,,
10828,2,,2017-03-12T19:45:58.337,3,,14970,,,2017-03-12T19:45:58.337,,,,0,,10779,
10829,1,,2017-03-12T19:51:40.590,4,39,14905,4184,2017-03-15T13:53:00.733,2017-03-15T21:31:29.403,Is there a set of data points available to draw an outline of the coast of the British Isles?,"data-request,maps,uk,csv",2,1,1,,
10830,2,,2017-03-12T19:55:30.627,3,,14970,,,2017-03-12T19:55:30.627,,,,0,,10825,
10831,1,,2017-03-12T23:35:03.700,4,83,15564,4293,2017-03-13T10:27:24.603,2017-03-13T10:27:24.603,A data set for click through rate,"data-request",0,2,,,
10833,1,,2017-03-13T13:31:21.470,4,39,9127,,,2017-04-06T19:38:12.070,European or Danish data set that specifies roof types,"data-request,maps",1,0,,,
10834,1,,2017-03-13T17:14:32.210,4,27,14528,,,2017-03-13T17:14:32.210,Data on Surname Origins and the United States,"data-request,usa,names",0,3,,,
10835,2,,2017-03-13T20:05:57.570,2,,15571,,,2017-03-13T20:05:57.570,,,,0,,10825,
10836,1,10838,2017-03-13T20:22:54.063,4,66,15572,15572,2017-03-14T14:55:00.697,2017-03-14T14:55:00.697,How to download in excel/csv all the FDA drug enforcements available?,"data-request,drugs",1,3,,,
10837,2,,2017-03-14T04:49:31.533,6,,414,414,2017-03-14T05:46:33.827,2017-03-14T05:46:33.827,,,,0,,10154,
10838,2,,2017-03-14T12:28:19.950,4,,8953,,,2017-03-14T12:28:19.950,,,,3,,10836,
10839,2,,2017-03-14T17:40:30.437,2,,15556,,,2017-03-14T17:40:30.437,,,,0,,4324,
10840,1,,2017-03-14T19:24:57.653,3,30,10235,4184,2017-03-20T09:40:52.917,2017-03-20T21:56:07.323,Religious Institution Survey Information,"data-request,geospatial,religion",1,2,,,
10841,2,,2017-03-14T22:01:56.413,2,,15256,15256,2017-03-15T21:31:29.403,2017-03-15T21:31:29.403,,,,0,,10829,
10842,1,,2017-03-15T01:23:51.367,4,79,15579,,,2017-04-06T18:49:37.623,College scorecard only has 40 states?,"collegescorecard,r",0,1,,,
10843,1,,2017-03-14T17:34:03.420,1,11,15581,754,2017-03-15T08:27:02.573,2017-03-15T08:27:02.573,"Database or feed of software vulnerabilities, aggregated and with correlations","security",0,5,,,Philippe Ombredanne
10844,2,,2017-03-15T09:11:01.757,2,,11218,,,2017-03-15T09:11:01.757,,,,0,,10829,
10845,1,,2017-03-13T20:42:46.970,3,19,,4184,2017-03-15T19:10:16.550,2017-03-15T19:10:16.550,Interaction based recommendation system dataset,"data-request,machine-learning",0,2,,,grapefruit
10846,1,,2017-03-15T13:39:05.133,2,64,15050,15050,2017-03-16T07:29:30.687,2017-03-16T07:29:30.687,Shape dataset for classification,"data-request",0,4,,,
10847,1,,2017-03-15T13:53:43.337,3,17,5766,,,2017-03-15T13:53:43.337,Vector data for Volcanic Ash Advisory Centre (VAAC) regions?,"data-request,global,public-transport,geohazard",0,0,,,
10848,5,,2017-03-15T13:57:29.103,0,,-1,-1,2017-03-15T13:57:29.103,2017-03-15T13:57:29.103,,,,0,,,
10849,4,,2017-03-15T13:57:29.103,0,,5766,5766,2017-03-17T15:57:51.950,2017-03-17T15:57:51.950,,,,0,,,
10850,1,,2017-03-14T16:44:26.110,3,97,,4184,2017-03-17T10:34:56.430,2017-03-17T10:34:56.430,Datasets like MNIST for image classification,"data-request,machine-learning",1,1,,,Confituur
10851,2,,2017-03-14T18:04:44.833,3,,15588,,,2017-03-14T18:04:44.833,,,,0,,10850,Avinash Hindupur
10852,1,10855,2017-03-16T01:23:51.817,4,49,15586,11218,2017-03-17T10:44:53.163,2017-03-17T10:44:53.163,I am looking for Product (computer systems specifically) datasets,"data-request,products,computing",1,0,,,
10853,1,11680,2017-03-16T09:57:46.777,6,29,15114,15114,2017-05-31T01:08:21.907,2017-08-26T06:51:19.947,U.S. Census CBP Employment by year at aggregate U.S. level,"us-census",2,1,,,
10854,1,,2017-03-16T12:20:05.213,3,12,15590,,,2017-03-16T12:20:05.213,Where can I get wind data for southern China for arcgis analysis? (Specifically Hong Kong),"data-request,geospatial",0,0,,,
10855,2,,2017-03-16T12:53:39.653,2,,4184,,,2017-03-16T12:53:39.653,,,,0,,10852,
10856,1,,2017-03-16T13:35:27.787,3,17,15592,,,2017-04-14T17:36:45.020,When do Census Tracts get their boundaries adjusted?,"us-census,census",1,1,,,
10857,2,,2017-03-16T15:04:44.947,3,,15256,15256,2017-03-16T16:51:02.913,2017-03-16T16:51:02.913,,,,1,,10812,
10858,1,,2017-03-16T15:57:45.467,5,111,15594,15594,2017-03-19T14:44:59.770,2017-03-19T14:44:59.770,Issues harvesting metadata from Data.gov,"data.gov,api-request",0,4,1,,
10859,1,,2017-03-16T21:33:37.580,3,42,15597,,,2017-03-19T17:39:01.143,Download list of the name of every airport in Western languages,"data-request,geospatial,travel",2,1,0,,
10860,2,,2017-03-16T21:57:59.283,3,,14379,4293,2017-03-17T10:42:54.240,2017-03-17T10:42:54.240,,,,0,,10859,
10861,1,,2017-03-16T20:21:38.050,4,162,15603,15603,2017-03-17T14:52:17.570,2017-03-17T14:52:17.570,Human body measurements dataset,"data-request",1,5,,,WitoldW
10863,2,,2017-03-17T10:40:51.293,4,,8953,,,2017-03-17T10:40:51.293,,,,1,,10861,
10864,1,,2017-03-17T13:26:57.923,4,43,6562,-1,2017-04-13T12:57:29.950,2017-03-17T13:30:57.750,OpenFDA Bad Zip File?,"openfda",0,6,,,
10865,1,10866,2017-03-17T15:03:32.990,6,49,15375,90,2017-03-17T15:56:38.160,2017-06-14T14:49:43.690,Global Ground Slope Data,"data-request,geospatial",2,0,,,
10866,2,,2017-03-17T21:30:07.533,5,,15256,,,2017-03-17T21:30:07.533,,,,0,,10865,
10867,1,10905,2017-03-18T11:45:04.133,5,83,15608,5766,2017-03-24T06:42:35.127,2017-03-24T11:43:24.887,Does this violate copyright of music/lyrics/sound?,"api,licensing,programming,legal,music",1,3,1,,
10868,1,,2017-03-18T13:56:53.103,4,36,15609,4293,2017-03-21T09:22:14.173,2017-03-21T09:22:14.173,Any AVL raw and open data?,"data-request,public-transport,traffic",1,1,,,
10869,2,,2017-03-18T20:57:12.960,3,,90,,,2017-03-18T20:57:12.960,,,,1,,10868,
10870,2,,2017-03-19T17:39:01.143,0,,15256,,,2017-03-19T17:39:01.143,,,,0,,10859,
10871,2,,2017-03-19T18:36:29.443,1,,15256,,,2017-03-19T18:36:29.443,,,,0,,10730,
10872,1,,2017-03-19T18:41:16.037,4,55,15615,4293,2017-05-03T16:07:17.360,2017-08-02T12:54:32.620,"Oral contraceptive sales in the USA, especially Washington DC and Maryland","data-request,usa,economics,medical",1,1,,,
10873,1,,2017-03-19T19:23:25.863,3,18,15615,1511,2017-03-20T09:27:32.790,2017-03-20T09:27:32.790,Long haul flight density at Dulles International Airport,"data-request,medical,global,travel",0,0,,,
10874,1,,2017-03-20T09:59:08.187,2,54,15621,15621,2017-03-21T12:14:22.950,2017-03-21T12:14:22.950,Are there any datasets for electric vehicle range estimation?,"data-request,machine-learning,transportation",0,0,,,
10875,1,,2017-03-20T13:06:33.453,3,26,14728,,,2017-03-20T13:06:33.453,Accessing historical data from the U.S. Census of Manufacturers,"data-request,usa,economics,historical",0,4,,,
10877,2,,2017-03-20T20:33:56.163,2,,14379,14379,2017-03-20T21:56:07.323,2017-03-20T21:56:07.323,,,,0,,10840,
10878,2,,2017-03-20T21:19:39.377,3,,3510,3510,2017-03-20T21:38:20.620,2017-03-20T21:38:20.620,,,,0,,9372,
10879,2,,2017-03-20T22:35:13.180,5,,13851,,,2017-03-20T22:35:13.180,,,,0,,9391,
10880,1,,2017-03-21T12:42:50.600,0,9,15630,,,2017-03-21T12:42:50.600,Dataset containing speech and utterance seperated phonetically with timestamps,"data-request,audio",0,0,,,
10883,1,,2017-03-21T21:09:36.727,3,11,1930,4184,2017-03-22T12:00:42.437,2017-03-22T12:00:42.437,Contents of sheet music songbooks,"data-request,music",0,2,,,
10884,1,11406,2017-03-21T22:39:34.740,1,58,3366,4293,2017-04-21T19:39:58.683,2017-06-23T13:17:00.803,public source of streaming IP addresses,"data-request,api,real-time",2,0,,,
10885,1,,2017-03-21T23:05:56.637,4,39,15636,,,2017-03-24T21:13:27.023,"What is the value of standardized metadata (e.g. OAI-PMH, LOM, Dublin Core) in the days of search engines?","metadata,search-engine",1,0,1,,
10887,1,,2017-03-22T04:12:33.047,5,67,754,754,2017-03-23T04:43:30.050,2017-03-24T13:36:35.850,"Icons set to represent Wikidata classes (hospital, park, waterfall, prison, school, etc)","data-request,images,wikidata",3,1,2,,
10888,1,,2017-03-22T08:50:25.807,1,9,15640,,,2017-03-22T08:50:25.807,Where does all recipe get their on sale data?,"data-request",0,1,,,
10889,2,,2017-03-22T13:09:53.210,0,,8555,,,2017-03-22T13:09:53.210,,,,0,,10710,
10890,2,,2017-03-22T13:14:04.477,0,,90,90,2017-03-24T12:27:45.207,2017-03-24T12:27:45.207,,,,6,,10887,
10891,2,,2017-03-22T13:55:55.047,1,,14901,,,2017-03-22T13:55:55.047,,,,1,,10884,
10892,2,,2017-03-22T15:32:32.347,3,,15256,15256,2017-03-24T21:13:27.023,2017-03-24T21:13:27.023,,,,3,,10885,
10893,1,10990,2017-03-22T15:32:52.920,3,126,15642,,,2017-04-12T15:41:54.283,Hydroponic/Vertical farm system historical sensor data,"data-request,machine-learning,agriculture",1,0,2,,
10894,2,,2017-03-22T15:38:53.560,1,,13851,,,2017-03-22T15:38:53.560,,,,0,,966,
10895,1,,2017-03-22T21:08:31.367,1,28,15153,15153,2017-03-22T21:17:51.137,2017-03-26T22:16:18.717,Is labevents table having lab values for tests before and after ICU admission?,"mimic-iii",1,1,,,
10896,2,,2017-03-22T21:23:25.817,2,,5601,,,2017-03-22T21:23:25.817,,,,0,,10895,
10897,1,,2017-03-23T03:22:59.833,0,12,33,4184,2017-03-24T12:32:14.617,2017-03-24T12:32:14.617,Home based business by subcity geography,"data-request,usa,us-census,business",0,0,,,
10898,2,,2017-03-23T07:08:37.987,3,,754,754,2017-03-24T04:48:53.450,2017-03-24T04:48:53.450,,,,0,,10887,
10899,1,,2017-03-23T07:37:42.127,1,37,754,754,2017-04-16T04:47:16.207,2017-04-16T04:47:16.207,Websites reliability database,"data-request,reliability,news",0,2,1,,
10901,1,,2017-03-23T14:06:53.633,1,31,9722,4184,2017-05-01T13:28:38.147,2017-05-01T18:12:16.443,List of houses parcel number US,"data-request,real-estate",2,0,,,
10902,2,,2017-03-23T23:21:38.170,2,,15655,,,2017-03-23T23:21:38.170,,,,1,,10237,
10903,1,10904,2017-03-24T04:42:26.373,1,43,15657,,,2017-03-24T09:39:59.400,Sydney bus routes kml or csv or GIS datasets,"geospatial,public-transport,kml",1,0,,,
10904,2,,2017-03-24T09:39:59.400,0,,13851,,,2017-03-24T09:39:59.400,,,,0,,10903,
10905,2,,2017-03-24T11:43:24.887,3,,754,,,2017-03-24T11:43:24.887,,,,0,,10867,
10906,2,,2017-03-24T13:36:35.850,0,,754,,,2017-03-24T13:36:35.850,,,,0,,10887,
10907,2,,2017-03-24T16:14:29.013,4,,14027,,,2017-03-24T16:14:29.013,,,,2,,10563,
10908,1,,2017-03-24T17:22:28.097,1,19,15661,,,2017-03-24T17:22:28.097,"Sub-licensing an ""Open Data Commons Attribution License (ODC-By) v1.0"" Database","api,uses-of-open-data",0,0,,,
10909,2,,2017-03-24T20:14:11.213,4,,15546,,,2017-03-24T20:14:11.213,,,,0,,10901,
10910,2,,2017-03-25T17:52:26.240,2,,14822,,,2017-03-25T17:52:26.240,,,,0,,10563,
10911,2,,2017-03-26T09:11:58.167,0,,15478,90,2017-03-27T14:45:13.943,2017-03-27T14:45:13.943,,,,1,,9107,
10912,1,,2017-03-26T17:25:50.950,0,26,15676,,,2017-03-26T17:25:50.950,Billiards or Snooker Data,"data-request,sports",0,1,,,
10914,1,,2017-03-27T07:45:35.443,0,13,15681,4293,2017-03-27T13:25:38.373,2017-03-27T13:25:38.373,How to obtain world seafloor geomorphology layer/raster,"geospatial,oceanographic",0,0,,,
10915,1,,2017-03-27T09:27:25.337,1,7,7069,4184,2017-03-27T11:51:55.480,2017-03-27T11:51:55.480,Where can I find DR Congo's electricity transport network geographic data?,"data-request,geospatial",0,0,1,,
10916,1,,2017-03-27T18:46:39.083,0,17,15687,4184,2017-03-28T14:13:18.620,2017-03-28T14:13:18.620,SOC labeled job data,"data-request,usa",0,0,,,
10917,1,,2017-03-28T00:21:29.680,0,4,15693,,,2017-03-28T00:21:29.680,Am I able to gather more than the default 100 records on the DOL API for Occupational Employment Statistics Dataset tables?,"labor",0,0,,,
10918,1,,2017-03-28T06:47:27.320,1,19,15699,14171,2017-03-28T16:03:14.253,2017-03-28T16:03:14.253,New delimited shapefile for Delhi,"data-request,maps,shapefiles",0,1,,,
10919,1,,2017-03-28T16:27:58.107,2,33,15704,,,2017-04-06T14:33:39.637,Mimic III: clinical note match with icd9 code,"mimic-iii",1,1,,,
10920,1,,2017-03-28T22:57:27.317,2,12,15706,,,2017-03-28T22:57:27.317,A free tool to find grants from IRS 990s?,"uses-of-open-data,irs",0,0,1,,
10921,1,,2017-03-28T23:47:17.450,1,71,15707,,,2017-03-28T23:47:17.450,Using NOAA api to get historical hourly temperature data,"api,api-request,noaa",0,1,,,
10922,2,,2017-03-29T12:00:47.430,3,,15538,,,2017-03-29T12:00:47.430,,,,0,,10775,
10923,2,,2017-03-29T12:06:25.417,5,,15538,,,2017-03-29T12:06:25.417,,,,0,,4609,
10924,1,,2017-03-29T19:57:29.193,2,54,15716,4184,2017-03-30T07:28:26.243,2017-05-29T08:11:17.523,Categorized Data for Deep Learning,"data-request,machine-learning",1,0,1,,
10925,2,,2017-03-30T05:08:38.420,1,,15538,,,2017-03-30T05:08:38.420,,,,0,,9649,
10926,2,,2017-03-30T06:56:10.430,1,,14017,,,2017-03-30T06:56:10.430,,,,0,,10924,
10928,2,,2017-03-30T08:22:47.960,1,,1511,-1,2017-05-23T12:37:19.983,2017-03-30T08:22:47.960,,,,0,,4271,
10929,1,,2017-03-30T14:48:56.430,0,9,14728,-1,2017-04-13T12:57:29.653,2017-03-30T14:48:56.430,US county-level Housing Price Index 1950-2010,"data-request,usa,economics,prices,real-estate",0,0,,,
10930,1,,2017-03-30T17:30:11.277,1,113,15727,15727,2017-04-07T15:24:12.467,2017-04-09T23:03:25.537,Dataset Wanted: Classification,"data-request,classification",2,0,2,,
10931,1,10945,2017-03-30T18:13:04.320,0,85,15722,,,2017-04-03T07:19:54.960,NSF Abstracts Dataset Update,"data-request,data.gov",1,0,,,
10932,1,10943,2017-03-30T20:01:13.440,2,37,15729,4184,2017-04-03T07:19:14.677,2017-04-14T17:25:34.310,Is there an American Community Survey dataset that provides individual-level data at the census tract level?,"data-request,us-census",2,1,1,,
10933,2,,2017-03-31T01:35:30.847,2,,5588,5588,2017-03-31T01:43:20.247,2017-03-31T01:43:20.247,,,,0,,1613,
10934,1,,2017-03-31T01:48:10.250,2,22,1806,,,2017-04-13T19:09:22.033,"Are there any US Census columns that can give me information about rents with respect to the size of housing units? (bedroom, sf, etc)","us-census,real-estate",1,2,,,
